10 0.22966683
10 0.2713280831
10 0.3990868892
10 0.4496065942
10 0.5047089344
10 0.5186829602
10 0.5188942364
10 0.6832657788
10 0.8165931733
10 0.8261253893
10 0.8685581934
10 0.9186673199
10 0.9829362271
10 1.0049056142
10 1.0191082803
10 1.0734988907
10 1.0944032219
10 1.3099078152
10 1.3504084986
10 1.3780009799
10 1.4421343589
10 1.5519415435
10 1.5611340077
10 1.5923566879
10 1.5923566879
10 1.6326281831
10 1.6331863466
10 1.65296542
10 1.7085372188
10 1.7095431108
10 1.7284740167
10 1.7498425142
10 1.797822067
10 1.8094962362
10 1.835569669
10 1.8366282444
10 1.8439200687
10 1.8761644785
10 1.8947028945
10 1.905384071
10 1.9183214687
10 1.9301293187
10 1.9833624226
10 1.9904458599
10 10.184616379
10 10.425660156
10 10.474168436
10 10.698497243
10 10.84157745
10 10.846944567
10 10.972970766
10 11.126340402
10 11.200781702
10 11.636452719
10 12.17684526
10 14.091652105
10 18.515775441
10 2.0029643873
10 2.0220402386
10 2.0445073524
10 2.0747318409
10 2.1055956204
10 2.1231422505
10 2.1435570799
10 2.1435570799
10 2.1435570799
10 2.1435570799
10 2.1710424111
10 2.1713954835
10 2.2442611037
10 2.2747952684
10 2.2747952684
10 2.3161551824
10 2.3306841224
10 2.3371184265
10 2.3451497613
10 2.3645203718
10 2.3700192564
10 2.3885350318
10 2.4497795198
10 2.4497795198
10 2.4880573248
10 2.5142474019
10 2.5275502983
10 2.5320159348
10 2.5477707006
10 2.5905504326
10 2.5971548023
10 2.6175726376
10 2.6305451893
10 2.6476239466
10 2.6628038259
10 2.7052941579
10 2.7513722469
10 2.7560019598
10 2.7560019598
10 2.7560019598
10 2.7560019598
10 2.7560019598
10 2.7874952961
10 2.8141797135
10 2.8152162438
10 2.8467855899
10 2.8562451801
10 2.8919077192
10 2.9013278635
10 2.9098903941
10 2.9433580183
10 2.9652824728
10 2.969429721
10 21.873031427
10 3.0399536769
10 3.0622243998
10 3.0622243998
10 3.0622243998
10 3.0622243998
10 3.0622243998
10 3.0622243998
10 3.0622243998
10 3.0622243998
10 3.1154804763
10 3.1376486461
10 3.1453959267
10 3.1551339946
10 3.1867050665
10 3.1890620968
10 3.2168821978
10 3.2218890183
10 3.2447410859
10 3.2449772388
10 3.2519960527
10 3.256353145
10 3.2570932252
10 3.2996835316
10 3.3273124822
10 3.3401218217
10 3.3587711521
10 3.3684468398
10 3.4011502072
10 3.4253853598
10 3.4450024498
10 3.4663546947
10 3.467443374
10 3.4805610664
10 3.5168613966
10 3.5486806187
10 3.5605491158
10 3.574678279
10 3.5840825773
10 3.6131270066
10 3.6396724295
10 3.6491507431
10 3.6746692798
10 3.6746692798
10 3.6746692798
10 3.6746692798
10 3.6746692798
10 3.6746692798
10 3.6938917385
10 3.7031550881
10 3.7637521714
10 3.768891569
10 3.7898089172
10 3.7913254474
10 3.7969757088
10 3.8191099776
10 3.821656051
10 3.8299033167
10 3.8602586373
10 3.9398515989
10 3.954644082
10 3.9612989641
10 3.9664307742
10 3.9667248453
10 3.970443185
10 3.9808917197
10 3.9808917197
10 3.9808917197
10 3.9808917197
10 3.9808917197
10 3.9808917197
10 3.9844492637
10 3.9933710041
10 4.0194110759
10 4.0280959694
10 4.0289830291
10 4.0483644608
10 4.0829658664
10 4.0880378737
10 4.1340029397
10 4.1340029397
10 4.1433700058
10 4.1467622081
10 4.1539739684
10 4.1704579921
10 4.1728931896
10 4.199622034
10 4.2150618209
10 4.2274956316
10 4.2356952629
10 4.2510879903
10 4.2564919157
10 4.2871141597
10 4.2871141597
10 4.3126326964
10 4.338846561
10 4.3498524157
10 4.3517822526
10 4.3526834293
10 4.381355181
10 4.382633086
10 4.4059192567
10 4.4096031357
10 4.4437861058
10 4.4437861058
10 4.4607615196
10 4.4637203412
10 4.4729120447
10 4.4785031847
10 4.491262453
10 4.5166060055
10 4.5512038668
10 4.5919123093
10 4.5933365997
10 4.5933365997
10 4.5933365997
10 4.5951776164
10 4.6044048807
10 4.6115951779
10 4.6273613153
10 4.644373673
10 4.644373673
10 4.6768518106
10 4.679354139
10 4.6848373288
10 4.6855553115
10 4.6960219688
10 4.7283954051
10 4.7464478197
10 4.7662377053
10 4.8407643312
10 4.8459421872
10 4.8995590397
10 4.8995590397
10 4.8995590397
10 4.8995590397
10 4.9628450106
10 5.0526702597
10 5.0685093514
10 5.0729947579
10 5.0955414013
10 5.103707333
10 5.1205753251
10 5.1297396657
10 5.178395733
10 5.1819065098
10 5.1995320421
10 5.2018911764
10 5.2057814797
10 5.2057814797
10 5.2057814797
10 5.2429236526
10 5.294280548
